	htid	spec_nongb_subcountry	weight	author	title	pub_date_y	genre_y	gender	white	origin_area	wordcount
305	mdp.49015000982976	0.7853658536585366	1.1438452624782476	Huxley, Aldous	After Many a Summer	1939	Fiction-Novel	Male	White	Britain	106706
333	nyp.33433082294657	0.7844827586206897	0.5557238061595133	James, Henry	The Princess Casamassima	1886	Fiction-Novel	Male	White	Us	248560
76	inu.32000005550878	0.7843137254901961	0.44698365150154584	Chesterton, G. K.	The Scandal of Father Brown	1935	Fiction-Stories	Male	White	Britain	67933
408	uc1.$b386778	0.7826086956521747	0.4546528645158909	Wells, H. G.	The Food of the Gods, and how it Came to Earth	1904	Fiction-Novel	Male	White	Britain	90359
341	osu.32435052478203	0.7824074074074082	0.5648473886509239	Lawrence, D. H.	Women in Love	1920	Fiction-Novel	Male	White	Britain	227680
543	uc2.ark:/13960/t6057wc8c	0.782352941176471	1.4593442380638773	Bennett, Arnold	The Matador of the Five Towns, and Other Stories	1912	Fiction-Stories	Male	White	Britain	138715
455	uc1.32106014704156	0.7812500000000002	0.21224168547736658	James, Henry	The Awkward Age	1899	Fiction-Novel	Male	White	Us	179536
94	inu.39000003869802	0.7800000000000005	0.21971120056437282	Galsworthy, John	The Man of Property	1906	Fiction-Novel	Male	White	Britain	135494
279	mdp.39015066069033	0.7799999999999996	0.7235394767024014	Stevenson, Robert Louis	The New Arabian Nights	1882	Fiction-Stories	Male	White	Britain	123433
483	uc1.b3796888	0.7797619047619048	1.2894228222747866	Bennett, Arnold	The Grim Smile of the Five Towns	1907	Fiction-Novel	Male	White	Britain	77574
448	uc1.32106013771271	0.7784810126582279	1.196720131962274	James, Henry	Washington Square	1881	Fiction-Novel	Male	White	Us	78608
418	uc1.$b87357	0.7777777777777778	0.9102291309102166	Chesterton, G. K.	The Sword of Wood	1928	Fiction-Stories	Male	White	Britain	5887
240	mdp.39015039610442	0.7777777777777765	1.1299207736726071	Munro, Hector Hugh	The Chronicles of Clovis	1911	Fiction-Novel	Male	White	South Asia	61651
436	uc1.32106005288425	0.7755102040816332	0.5234723035434533	Grossmith, George	The Diary of a Nobody	1894	Fiction-Novel	Male	White	Britain	55732
252	mdp.39015049493359	0.7751937984496122	0.7476728138534977	James, Henry	The Ivory Tower	1917	Fiction-Novel	Male	White	Us	102726
428	uc1.32106001982351	0.7751091703056765	1.1471067629802651	Ford, Ford Madox	The Fifth Queen Crowned: A Romance	1908	Fiction-Novel	Male	White	Britain	237719
530	uc2.ark:/13960/fk8pc2tq9r	0.7748344370860936	0.7914018293500308	James, Henry	The Wings of the Dove	1902	Fiction-Novel	Male	White	Us	227202
415	uc1.$b794703	0.7746478873239437	1.0293608045672233	Galsworthy, John	The Burning Spear, Being the Experiences of Mr. John Lavender in a Time of War	1919	Fiction-Novel	Male	White	Britain	82134
18	coo.31924013615509	0.7733333333333334	0.4704367222627629	Galsworthy, John	The Dark Flower	1913	Fiction-Novel	Male	White	Britain	94921
370	pst.000032609554	0.7733333333333313	0.9997609787060068	Kipling, Rudyard	The Light that Failed	1890	Fiction-Novel	Male	White	South Asia	89330
48	hvd.hwjway	0.7727272727272729	0.11093177171088957	Galsworthy, John	Fraternity	1909	Fiction-Novel	Male	White	Britain	118078
185	mdp.39015012884543	0.7718750000000018	0.8220758290623634	Mackenzie, Compton	Sinister Street	1913	Fiction-Novel	Male	White	Britain	231761
291	mdp.39015080830469	0.7708333333333333	0.7485624632093283	Hardy, Thomas	The Woodlanders	1887	Fiction-Novel	Male	White	Britain	190891
280	mdp.39015066195218	0.7704918032786943	1.8680439581808557	Shorthouse, Joseph Henry	John Inglesant	1881	Fiction-Novel	Male	White	Britain	213864
154	mdp.39015005948743	0.7692307692307698	0.264090036897486	Bennett, Arnold	Riceyman Steps: A Novel	1923	Fiction-Novel	Male	White	Britain	117234
423	uc1.32106001938288	0.7692307692307695	0.5029838305909219	Hardy, Thomas	Wessex Tales	1888	Fiction-Novel	Male	White	Britain	184660
61	inu.30000067523815	0.7692307692307695	0.5835406247293401	Benson, E. F.	Lucia in London	1927	Fiction-Novel	Male	White	Britain	106112
513	uc1.b4095578	0.7692307692307693	0.20746164671348294	Green, Henry	Party Going	1939	Fiction-Novel	Male	White	Britain	74617
388	uc1.$b242636	0.7692307692307693	0.3195036674999989	Mansfield, Katherine	The Garden Party and Other Stories	1922	Fiction-Stories	Female	White	Australasia	72676
108	mdp.39015001347221	0.7692307692307692	0.8554011819313954	Joyce, James	Finnegan's Wake	1939	Fiction-Novel	Male	White	Ireland	262406
395	uc1.$b244162	0.769230769230769	0.16646234413484548	Powys, Theodore Francis	The Two Thieves	1933	Fiction-Stories	Male	White	Britain	92995
539	uc2.ark:/13960/t28913645	0.7692307692307683	0.8144026563983565	Macaulay, Rose	The Lee Shore	1913	Fiction-Novel	Female	White	Britain	114048
562	umn.31951002116326o	0.7672413793103449	2.134171745259442	Kipling, Rudyard	Plain Tales from the Hills	1888	Fiction-Stories	Male	White	South Asia	97085
281	mdp.39015066650105	0.7666666666666664	0.2846468099148453	Webb, Mary	Precious Bane	1924	Fiction-Novel	Female	White	Britain	125501
462	uc1.32106019227708	0.765625	0.4754451032349025	Jerome, Jerome K.	Three Men in a Boat	1889	Fiction-Novel	Male	White	Britain	80146
495	uc1.b3834546	0.7654320987654311	2.1667117460246237	Firbank, [Arthur Annesley] Ronald	Prancing Nigger 	1924	Fiction-Novel	Male	White	Britain	22258
511	uc1.b4095427	0.7652370203160275	2.686174983105634	Ford, Ford Madox	Vive Le Roy: A Novel	1936	Fiction-Novel	Male	White	Britain	98191
95	inu.39000004044819	0.7647058823529416	0.32779122791012555	Lehmann, Rosamond	A Note in Music	1930	Fiction-Novel	Female	White	Britain	92635
176	mdp.39015010471400	0.7643171806167396	1.1243464730949002	Ford, Ford Madox	The Fifth Queen: And How She Came to Court	1906	Fiction-Novel	Male	White	Britain	240413
447	uc1.32106012128440	0.763925729442971	1.1430468831905243	Hardy, Thomas	A Laodicean	1881	Fiction-Novel	Male	White	Britain	196372
303	mdp.49015000979592	0.763636363636364	0.30154151910454263	Galsworthy, John	The Patrician	1911	Fiction-Novel	Male	White	Britain	108597
481	uc1.b3796882	0.7631578947368421	0.39437770816815004	Bennett, Arnold	Elsie and the Child	1924	Fiction-Stories	Male	White	Britain	114737
49	hvd.hwjx3w	0.7627118644067796	0.28863290992923535	Galsworthy, John	The Freelands	1915	Fiction-Novel	Male	White	Britain	121705
419	uc1.31175005812105	0.7627118644067796	0.7189976523924426	Huxley, Aldous	Mortal Coils	1922	Fiction-Stories	Male	White	Britain	48857
245	mdp.39015043198889	0.7620320855614963	1.1380832447336138	Hall, Radclyffe	The Well of Loneliness	1928	Fiction-Novel	Female	White	Britain	195659
105	mdp.39015000666704	0.7614035087719297	1.9568967574595704	Ford, Ford Madox	The Good Soldier	1915	Fiction-Novel	Male	White	Britain	86712
132	mdp.39015003681346	0.7608695652173909	0.4422552876974488	Galsworthy, John	A Man of Devon	1901	Fiction-Stories	Male	White	Britain	61928
289	mdp.39015079156165	0.7605633802816905	0.78293763321132	James, Henry	The Spoils of Poynton	1897	Fiction-Novel	Male	White	Us	107985
536	uc2.ark:/13960/t1vd70k9k	0.7594594594594613	1.6244002597672274	Ford, Ford Madox	The Young Lovell: A Romance	1913	Fiction-Novel	Male	White	Britain	135616
92	inu.39000003171605	0.7572254335260102	0.8497165563114273	Conan Doyle, Arthur	The Memoirs of Sherlock Holmes	1893	Fiction-Novel	Male	White	Britain	121220
569	uva.x000926858	0.7567567567567581	0.5033197493513376	James, Henry	The Golden Bowl	1904	Fiction-Novel	Male	White	Us	131305
446	uc1.32106011381107	0.7566371681415927	1.2021008730872693	Stevenson, Robert Louis	The Master of Ballantrae	1889	Fiction-Novel	Male	White	Britain	111936
57	inu.30000038183293	0.7563559322033907	2.7401256488801486	Conan Doyle, Arthur	A Study in Scarlet	1887	Fiction-Novel	Male	White	Britain	102559
133	mdp.39015003681395	0.7543859649122806	0.9548502145790004	Galsworthy, John	Jocelyn	1898	Fiction-Novel	Male	White	Britain	71084
338	osu.32435017802885	0.753623188405797	0.6530693127013553	Conrad, Joseph	The Arrow of Gold	1919	Fiction-Novel	Male	White	Europe	125812
537	uc2.ark:/13960/t22b9778q	0.7532467532467533	0.3178566898488163	Galsworthy, John	Beyond	1917	Fiction-Novel	Male	White	Britain	144232
498	uc1.b3865720	0.75268817204301	0.7002385317893224	Waugh, Evelyn	Vile Bodies	1930	Fiction-Novel	Male	White	Britain	79075
365	pst.000029575206	0.7506361323155216	0.7337367775379595	Priestley, J. B.	The Good Companions	1929	Fiction-Novel	Male	White	Britain	318900
411	uc1.$b783912	0.7500000000000007	0.5915531070518258	Macaulay, Rose	They Were Defeated	1932	Fiction-Novel	Female	White	Britain	165064
79	inu.32000007265780	0.75	0.569820302127415	Lawrence, D. H.	Sun	1928	Fiction-Stories	Male	White	Britain	8359
564	umn.31951002184702q	0.75	1.4016528625865665	Rhys, Jean	Good Morning, Midnight	1939	Fiction-Novel	Female	White	Caribbean	61168
233	mdp.39015031241972	0.75	0.09803902324804592	James, Henry	The Two Magics	1898	Fiction-Stories	Male	White	Us	97168
43	hvd.32044090347501	0.75	0.39036643001905746	Galsworthy, John	Five Tales	1918	Fiction-Stories	Male	White	Britain	115916
362	pst.000028366003	0.75	0.49302638499979956	Lawrence, D. H.	The Virgin and the Gipsy	1930	Fiction-Stories	Male	White	Britain	38644
192	mdp.39015014510633	0.7499999999999996	0.27116766943158027	Mansfield, Katherine	Something Childish, and Other Stories	1924	Fiction-Stories	Female	White	Australasia	70261
300	mdp.49015000914540	0.7499999999999982	1.0380394884212927	Bennett, Arnold	Buried Alive: A Tale of These Days	1908	Fiction-Novel	Male	White	Britain	71123
194	mdp.39015014689973	0.748837209302326	1.3300333779402256	Sassoon, Siegfried	Memoir of an Infantry Officer	1930	Fiction-Novel	Male	White	Britain	96245
63	inu.30000094659426	0.7485380116959056	0.6926997787408593	Powys, John Cowper	Owen Glendower: An Historical Novel	1940	Fiction-Novel	Male	White	Britain	440935
82	inu.39000000350780	0.7481751824817521	0.5136494841462781	Powys, John Cowper	Wolf Solent	1929	Fiction-Novel	Male	White	Britain	317604
71	inu.32000002820936	0.7478991596638656	0.9663328913537991	Conrad, Joseph	Almayer's Folly	1895	Fiction-Novel	Male	White	Europe	73320
452	uc1.32106014473422	0.7476635514018691	0.6478419693079515	Rider Haggard, H.	King Solomon's Mines	1885	Fiction-Novel	Male	White	Britain	98337
250	mdp.39015047714954	0.7469879518072289	1.552823774932224	Trollope, Anthony	Mr. Scarborough's Family	1883	Fiction-Novel	Male	White	Britain	254594
397	uc1.$b244475	0.7466666666666668	0.7895734084325648	Richardson, Dorothy	Dawn's Left Hand	1931	Fiction-Novel	Female	White	Britain	56555
484	uc1.b3796889	0.7466666666666668	0.6836450000597644	Bennett, Arnold	Helen with the High Hand: An Idyllic Diversion	1910	Fiction-Novel	Male	White	Britain	65318
450	uc1.32106014380601	0.7450199203187249	1.4384885602376696	Conrad, Joseph	The Rover	1923	Fiction-Novel	Male	White	Europe	103889
30	coo1.ark:/13960/t74t75g7m	0.7449664429530202	1.0582392818840503	Ford, Ford Madox	The New Humpty-Dumpty	1912	Fiction-Novel	Male	White	Britain	167662
304	mdp.49015000980798	0.7446808510638295	1.7896952370972468	Greene, Graham	England Made Me	1935	Fiction-Novel	Male	White	Britain	93815
515	uc1.b4095606	0.7446808510638295	0.6518904742924073	Ford, Ford Madox	A Man Could Stand Up--A Novel	1926	Fiction-Novel	Male	White	Britain	85853
66	inu.30000117262042	0.7435897435897443	0.6317618413736967	Lawrence, D. H.	Lady Chatterley's Lover	1928	Fiction-Novel	Male	White	Britain	147019
112	mdp.39015002299934	0.7432432432432433	0.8443805578052151	Wells, H. G.	Things to Come	1936	Fiction-Novel	Male	White	Britain	52179
472	uc1.b3759956	0.7431906614785991	1.5371334253876932	Wells, H. G.	Apropos of Dolores	1938	Fiction-Novel	Male	White	Britain	99546
315	mdp.49015001344549	0.7419354838709673	1.4470687426006015	Huxley, Aldous	Little Mexican, and Other Stories	1924	Fiction-Stories	Male	White	Britain	76529
485	uc1.b3810633	0.7407407407407407	0.7224969294833858	Conrad, Joseph	The Nature of a Crime	1923	Fiction-Novel	Male	White	Europe	22250
345	pst.000002047836	0.740170940170942	1.1460299948290933	Maugham, William Somerset	Of Human Bondage	1915	Fiction-Novel	Male	White	Britain	303922
167	mdp.39015008922083	0.7376237623762377	1.5293808366516275	Isherwood, Christopher	Mr Norris Changes Trains	1935	Fiction-Novel	Male	White	Britain	78639
521	uc1.b4538464	0.7364341085271303	0.48172000423930306	Conrad, Joseph	The Rescue	1920	Fiction-Novel	Male	White	Europe	159440
203	mdp.39015019638595	0.7348066298342544	1.4283828017595908	Myers, L. H.	"The ""Clio"""	1925	Fiction-Novel	Male	White	Britain	75446
422	uc1.32106001930137	0.7343749999999998	0.7875298021900049	Chesterton, G. K.	The Innocence of Father Brown	1911	Fiction-Novel	Male	White	Britain	96771
430	uc1.32106001990495	0.7339181286549684	2.073413483350489	Huxley, Aldous	Brief Candles: Stories	1930	Fiction-Stories	Male	White	Britain	98207
171	mdp.39015009039564	0.7336244541484725	1.3423965844995676	Aldington, Richard	Seven Against Reeves: A Comedy Farce	1938	Fiction-Novel	Male	White	Britain	101568
461	uc1.32106019041554	0.7336108220603492	1.932467381261863	James, Henry	Portrait of a Lady	1881	Fiction-Novel	Male	White	Us	296083
134	mdp.39015003681411	0.7333333333333334	0.5136873093433	Galsworthy, John	The Island Pharisees	1904	Fiction-Novel	Male	White	Britain	86929
320	njp.32101068574464	0.7317073170731708	0.23806581413511635	Lawrence, D. H.	The Prussian Officer and Other Stories	1914	Fiction-Stories	Male	White	Britain	102539
216	mdp.39015030719622	0.7313432835820896	0.43001494290448783	Wells, H. G.	The Plattner Story, and Others	1897	Fiction-Stories	Male	White	Britain	92767
127	mdp.39015003448845	0.7295081967213114	0.6793808362393129	Huxley, Aldous	Point Counter Point	1928	Fiction-Novel	Male	White	Britain	213835
443	uc1.32106008792647	0.7283950617283952	0.8249868715394263	James, Henry	The Aspern Papers and The Turn of the Screw	1888	Fiction-Novel	Male	White	Us	116915
244	mdp.39015043188716	0.7280701754385966	0.3765893009300834	Hardy, Thomas	Tess of the D'Urbervilles	1891	Fiction-Novel	Male	White	Britain	180235
201	mdp.39015018978745	0.727941176470587	1.5911411749501276	Stevenson, Robert Louis	The Wrong Box	1889	Fiction-Novel	Male	White	Britain	101780
257	mdp.39015053230523	0.7276595744680849	0.7956015888706837	Wells, H. G.	Marriage	1912	Fiction-Novel	Male	White	Britain	175863
403	uc1.$b251513	0.7252747252747255	1.3137074601411114	Chesterton, G. K.	Four Faultless Felons 	1930	Fiction-Stories	Male	White	Britain	82485
572	wu.89065155434	0.7241379310344827	0.4373993326757719	Forster, E. M.	The Celestial Omnibus and Other Stories	1911	Fiction-Stories	Male	White	Britain	39475
181	mdp.39015011356758	0.7241379310344824	2.0684195046931024	Bennett, Arnold	The Grand Babylon Hotel: A Fantasia on Modern Themes	1902	Fiction-Novel	Male	White	Britain	83476
570	uva.x030581232	0.7241379310344824	0.5306909201682082	Galsworthy, John	The Forsyte Saga	1922	Fiction-Novel	Male	White	Britain	390427
532	uc2.ark:/13960/t0pr7q78x	0.7228915662650592	0.5664151023472348	Ford, Ford Madox	The Panel: A Sheer Comedy	1912	Fiction-Novel	Male	White	Britain	87246
80	inu.32000009144157	0.7227722772277259	0.9122620499214721	Huxley, Aldous	Those Barren Leaves	1925	Fiction-Novel	Male	White	Britain	131836
525	uc1.b4938307	0.7222222222222222	0.9713547395185884	Hardy, Thomas	Two on a Tower	1882	Fiction-Novel	Male	White	Britain	132397
348	pst.000006696801	0.7202797202797191	0.476515392897175	Myers, L. H.	The Orissers	1922	Fiction-Novel	Male	White	Britain	178674
559	umn.31951001206673a	0.7200000000000004	0.7489194819941917	Firbank, [Arthur Annesley] Ronald	Valmouth: A Romantic Novel	1919	Fiction-Novel	Male	White	Britain	39750
468	uc1.b3346991	0.72	0.3324126737378749	Richardson, Dorothy	The Trap	1925	Fiction-Novel	Female	White	Britain	44778
169	mdp.39015008995501	0.7191011235955055	3.0883435102284125	Conrad, Joseph	The Sisters	1928	Fiction-Novel	Male	White	Europe	17158
142	mdp.39015005021566	0.7187500000000006	0.3394596376355383	Orwell, George	A Clergyman's Daughter	1935	Fiction-Novel	Male	White	South Asia	112252
229	mdp.39015031225116	0.7176470588235295	0.7103707643771583	Bennett, Arnold	Teresa of Watling Street: A Fantasia on Modern Themes	1904	Fiction-Novel	Male	White	Britain	71242
416	uc1.$b794738	0.7173913043478253	1.0550477852200633	Firbank, [Arthur Annesley] Ronald	Caprice	1917	Fiction-Novel	Male	White	Britain	25959
182	mdp.39015011506139	0.7172774869109926	0.9246855535233477	Lewis, Wyndham	Tarr	1918	Fiction-Novel	Male	White	Other	122982
335	nyp.33433115574562	0.7166666666666637	1.88990513251719	Ford, Ford Madox	Zeppelin Nights	1915	Fiction-Stories	Male	White	Britain	75609
314	mdp.49015001034074	0.7159090909090908	0.6744382122945413	Chesterton, G. K.	The Man Who Was Thursday: A Nightmare	1908	Fiction-Novel	Male	White	Britain	77686
494	uc1.b3834539	0.7145557655954626	2.642541113274451	Ford, Ford Madox	The Rash Act: A Novel	1933	Fiction-Novel	Male	White	Britain	119189
7	coo.31924013205749	0.7142857142857159	1.0895026952136566	Allen, Grant	The Woman Who Did	1895	Fiction-Novel	Male	White	Other	53555
327	nyp.33433074926712	0.7142857142857146	0.6118228005428177	Benson, E. F.	Queen Lucia	1920	Fiction-Novel	Male	White	Britain	102180
40	hvd.32044020572954	0.7133333333333333	1.5521681015643125	Allen, Grant	The British Barbarians	1895	Fiction-Novel	Male	White	Other	57538
496	uc1.b3835494	0.7122302158273381	0.7191962193910609	Galsworthy, John	Over the River	1933	Fiction-Novel	Male	White	Britain	115072
275	mdp.39015062110369	0.7115749525616855	1.9622648224617714	Joyce, James	Ulysses	1922	Fiction-Novel	Male	White	Ireland	319805
26	coo1.ark:/13960/t14m9r09c	0.7111111111111111	0.4129943346848078	Galsworthy, John	The Little Man, and Other Stories	1915	Fiction-Stories	Male	White	Britain	64874
556	uiug.30112042040854	0.7106918238993716	0.659095237283305	Sinclair, May	Mary Olivier, A Life	1919	Fiction-Novel	Female	White	Britain	143632
553	uiug.30112037331284	0.709876543209876	2.155935940767609	Allen, Grant	An African Millionaire	1897	Fiction-Novel	Male	White	Other	89477
444	uc1.32106011205272	0.7096774193548389	0.47224035224187655	Gissing, George	New Grub Street	1891	Fiction-Novel	Male	White	Britain	234505
25	coo1.ark:/13960/t0ht35x8w	0.7096774193548386	1.0313401206256534	Bennett, Arnold	The Roll-Call	1918	Fiction-Novel	Male	White	Britain	143170
214	mdp.39015030719598	0.7083333333333335	1.4172882621302094	Wells, H. G.	The King Who Was a King	1929	Fiction-Novel	Male	White	Britain	50411
226	mdp.39015030846771	0.7078651685393258	0.8279914676786625	Bowen, Elizabeth	Ann Lee's, and Other Stories	1926	Fiction-Stories	Female	White	Ireland	63998
211	mdp.39015030710704	0.7075471698113226	0.5466371433441064	Powys, John Cowper	Morwyn, or the Vengance of God	1937	Fiction-Novel	Male	White	Britain	115454
65	inu.30000117261093	0.7059800664451824	1.0134028157473405	Conan Doyle, Arthur	The Adventures of Sherlock Holmes	1891	Fiction-Novel	Male	White	Britain	353685
361	pst.000026767062	0.7058823529411765	0.36209087046809596	Conan Doyle, Arthur	The Hound of the Baskervilles	1901	Fiction-Novel	Male	White	Britain	83860
166	mdp.39015008846571	0.7050147492625315	3.966854916272199	Aldington, Richard	All Men Are  Enemies	1933	Fiction-Novel	Male	White	Britain	203524
475	uc1.b3759962	0.7049180327868867	1.0733366581086463	Wells, H. G.	The Dream	1924	Fiction-Novel	Male	White	Britain	101512
87	inu.39000001458897	0.7045454545454523	2.4531513699931633	Kipling, Rudyard	Puck of Pook's Hill	1906	Fiction-Stories	Male	White	South Asia	96111
236	mdp.39015034647183	0.704347826086957	0.8102954277079155	Huxley, Aldous	Brave New World	1932	Fiction-Novel	Male	White	Britain	84500
224	mdp.39015030738333	0.703448275862069	2.4922544251408927	Firbank, [Arthur Annesley] Ronald	Inclinations	1916	Fiction-Novel	Male	White	Britain	34640
204	mdp.39015019666547	0.7029702970297029	0.5960755898529371	Greene, Graham	The Power and the Glory	1940	Fiction-Novel	Male	White	Britain	100884
459	uc1.32106017177491	0.7027027027027034	1.2046297927267953	Chesterton, G. K.	The Club of Queer Trades	1905	Fiction-Stories	Male	White	Britain	54862
184	mdp.39015011819813	0.7024793388429751	2.757213389014539	Lawrence, D. H.	The Escaped Cock	1929	Fiction-Novel	Male	White	Britain	78386
187	mdp.39015012924240	0.7014925373134328	0.4866263642381291	Green, Henry	Blindness	1926	Fiction-Novel	Male	White	Britain	81975
528	uc1.c003356752	0.701086956521739	0.7805124133551129	Ford, Ford Madox	The Simple Life Limited	1911	Fiction-Novel	Male	White	Britain	140359
119	mdp.39015002710260	0.7009345794392525	1.0230742851427013	Powell, Anthony	Venusberg	1932	Fiction-Novel	Male	White	Britain	62270
313	mdp.49015001011247	0.6999999999999996	0.37040623876159223	Williams, Charles	The Place of the Lion	1931	Fiction-Novel	Male	White	Britain	80370
